bbl,GROSSCON,COOPUNITKEY,geometry
3073920001,255000,307392000100000004-0000     3D,"c(-73.9350931790732, 40.5978135844333)"
1008980001,880000,100898000100000001-0000    30A,"c(-73.9852643051331, 40.7353660998806)"
4001280007,441448,400128000700000003-0000     3G,"c(-73.9125552266127, 40.7475645954707)"
2041740024,135000,204174002400000001-0000     3E,"c(-73.8265224645303, 40.84556515526)"
1008950066,370000,100895006600000001-0000     5E,"c(-73.9764977080552, 40.7497086811463)"
4077320002,240000,407732000200000011-1000   113P,"c(-73.760419107419, 40.7391261677651)"
1012490022,875000,101249002200000001-0000     9E,"c(-73.9781875873337, 40.7901518482951)"
1013350022,340000,101335002200000001-0000   1905,"c(-73.969992974262, 40.7493465828214)"
4012220009,210000,401222000900000001-0000     1N,"c(-73.8978633712819, 40.7472505834313)"
4005570003,370000,400557000300000011-0000     7D,"c(-73.9317116636673, 40.7626039028715)"
1018790001,1525000,101879000100000001-0000    12A,"c(-73.9672445110495, 40.8022190873479)"
4077480500,250000,407748050000000006-0000    51C,"c(-73.7584927466073, 40.7372933036104)"
1012100019,400000,101210001900000001-0000    14E,"c(-73.9764159526131, 40.7826487990619)"
1008730019,710000,100873001900000001-0000    04H,"c(-73.9866710658313, 40.7360759547587)"
4076360007,270000,40763600070000002-53000   194B,"c(-73.7603879652191, 40.7409365865241)"
1019780001,645000,101978000100000002-0000    14B,"c(-73.9586962723194, 40.8125152615125)"
1011380053,685000,101138005300000001-0000     2G,"c(-73.9832294704406, 40.7748765757229)"
3072740060,330000,307274006000000005-0000    12A,"c(-73.9718572070304, 40.5777227305088)"
1003210001,675000,100321000100000012-0000  K1601,"c(-73.9783767808142, 40.7143242282315)"
1013340041,435000,101334004100000001-0000   1710,"c(-73.9714800907511, 40.7492114132245)"
3087910104,235000,308791010400000003-0000     6K,"c(-73.9403070812936, 40.5863740039536)"
2057220445,500000,205722044500000001-0000    19S,"c(-73.9168597790226, 40.878087619241)"
4005570003,410000,400557000300000003-0000    12D,"c(-73.9317116636673, 40.7626039028715)"
1015650029,680000,101565002900000001-0000    35D,"c(-73.9478840306659, 40.7758797850368)"
1008170029,1650000,100817002900000001-0000 10MSNS,"c(-73.9938596858644, 40.7374329047939)"
3019440004,715000,301944000400000011-0000    11E,"c(-73.967106055987, 40.6873085495432)"
4014200001,350000,401420000100000002-0000    204,"c(-73.877661329052, 40.7574669231441)"
3019440004,935000,301944000400000009-0000    11F,"c(-73.967106055987, 40.6873085495432)"
3002510028,610000,300251002800000001-0000      5,"c(-73.9969215457021, 40.6945459814291)"
3019020001,850000,301902000100000006-0000     6C,"c(-73.9681310607595, 40.6922421297711)"
1015550023,625000,101555002300000001-0000    24H,"c(-73.9467014930952, 40.7811837062279)"
1008950066,370000,100895006600000001-0000     9H,"c(-73.9764977080552, 40.7497086811463)"
5050900035,240000,505090003500000003-0000     2G,"c(-74.1387472366125, 40.5558892493505)"
1008850074,415000,100885007400000001-0000     3C,"c(-73.9821890954514, 40.7438999539991)"
1013500020,1250000,101350002000000001-0000     8D,"c(-73.9632904230948, 40.7587714106616)"
4001770001,330000,400177000100000001-0000     4C,"c(-73.92195714688, 40.7386545460736)"
1014320017,875000,101432001700000001-0000     5B,"c(-73.956642077784, 40.7725323563226)"
3066190001,285000,306619000100000001-0000    A11,"c(-73.9857443756585, 40.607140152278)"
4050200001,320000,405020000100000001-0000    538,"c(-73.8258966666298, 40.7609881325462)"
2032260053,270000,203226005300000007-0000    14G,"c(-73.9077536434926, 40.864591539613)"
3059410006,225000,305941000600000001-0000     64,"c(-74.0248445212958, 40.6304865103941)"
3060900005,245000,306090000500000001-0000     6C,"c(-74.0267702162058, 40.6173153746671)"
1011290039,1160000,101129003900000001-0000     3D,"c(-73.9746057758712, 40.7796128481726)"
1001170001,710000,100117000100000003-0000    10C,"c(-73.9998514726025, 40.7125282427346)"
4076320002,340000,407632000200000018-2000  LOWER,"c(-73.7556537025174, 40.7435606899748)"
4020860050,300000,402086005000000006-0000     2L,"c(-73.8598809796084, 40.7322696134384)"
1018880067,1100000,101888006700000001-0000     7E,"c(-73.9720049711164, 40.797516123055)"
3010630026,460000,301063002600000001-0000     2E,"c(-73.9735276565273, 40.6742694107397)"
4050160007,330000,405016000700000002-0000    G14,"c(-73.8179013540483, 40.7643546648156)"
4005570003,630000,400557000300000014-0000     7C,"c(-73.9317116636673, 40.7626039028715)"
1013340041,299000,101334004100000001-0000   1814,"c(-73.9714800907511, 40.7492114132245)"
4042850010,330000,404285001000000009-0000     4B,"c(-73.827187333436, 40.7746679600832)"
1015000045,1150000,101500004500000001-0000    24C,"c(-73.9569360229363, 40.7822113745752)"
3000860011,600000,300086001100000003-0000     5H,"c(-73.9878532443117, 40.6978012627673)"
3074230011,275000,307423001100000001-0000     6G,"c(-73.938980012222, 40.5928629258896)"
4084890001,585000,408489000100000001-0000    16G,"c(-73.7142119283782, 40.7567797984328)"
1014460023,950000,101446002300000001-0000   A308,"c(-73.9567296656672, 40.7676355726799)"
4097110032,270000,409711003200000002-0000     3A,"c(-73.8163081305868, 40.7092574255909)"
1010490001,1300000,101049000100000001-0000    9AS,"c(-73.9841248570306, 40.7689490314921)"
1006070038,505000,100607003800000001-0000     6E,"c(-73.9983668659649, 40.7360130509613)"
4076290002,435000,407629000200000030-7000  LOWER,"c(-73.7577717070258, 40.7421950196666)"
2059530230,315000,205953023000000002-0000     9E,"c(-73.9054961445133, 40.9082120047334)"
4014460045,625000,401446004500000001-0000     6B,"c(-73.8817825232343, 40.7530678800716)"
1005760025,3650000,100576002500000001-0000     2J,"c(-73.9955926175556, 40.7356121570992)"
1010460042,555000,101046004200000001-0000     5C,"c(-73.984382743128, 40.7662281718777)"
3072740001,485000,307274000100000002-0000    22C,"c(-73.9710655952564, 40.5789176473329)"
3002420012,1325000,300242001200000001-0000    404,"c(-73.9953048975824, 40.6952948012821)"
4043430010,320000,404343001000000004-0000     3E,"c(-73.8282012079768, 40.7720074453794)"
1013960033,1800000,101396003300000001-0000  0030A,"c(-73.965765982757, 40.7632535073459)"
4005570003,505000,400557000300000002-0000    12B,"c(-73.9317116636673, 40.7626039028715)"
1005730043,475000,100573004300000001-0000    722,"c(-73.9963064633123, 40.7332486816949)"
2032260053,165000,203226005300000009-0000     4H,"c(-73.9077536434926, 40.864591539613)"
1015420014,960000,101542001400000001-0000     C2,"c(-73.9534949518664, 40.7729966210046)"
4005570003,350000,400557000300000009-0000     8B,"c(-73.9317116636673, 40.7626039028715)"
3019020001,800000,301902000100000002-0000     8H,"c(-73.9681310607595, 40.6922421297711)"
1019780001,610000,101978000100000006-0000    06D,"c(-73.9586962723194, 40.8125152615125)"
4050200001,320000,405020000100000001-0000    615,"c(-73.8258966666298, 40.7609881325462)"
1009090015,450000,100909001500000001-0000     2M,"c(-73.9793520357236, 40.7415785333699)"
4001280007,555135,400128000700000008-0000     2C,"c(-73.9125552266127, 40.7475645954707)"
4022880027,340000,402288002700000001-0000     2E,"c(-73.9208418925914, 40.7390973167565)"
1013460014,650000,101346001400000001-0000     8F,"c(-73.9656073721825, 40.7563556486254)"
3002710047,940000,300271004700000001-0000    10F,"c(-73.9902206194749, 40.6902850178814)"
4011110001,315000,401111000100000013-0000    G4B,"c(-73.9059545133664, 40.7582907935241)"
4021530001,285000,402153000100000004-0000     1B,"c(-73.8491694210115, 40.7296373237648)"
4020860050,200000,402086005000000002-0000    15N,"c(-73.8598809796084, 40.7322696134384)"
1008750055,560000,100875005500000001-0000     5F,"c(-73.9856547728927, 40.7370619350711)"
4087640001,335000,408764000100000012-1000   122A,"c(-73.7006288021572, 40.7420292590832)"
3073690027,240000,307369002700000006-0000     1K,"c(-73.9354389667063, 40.5996255238159)"
3064950001,280000,306495000100000001-0000     6J,"c(-73.9698034422499, 40.6302063025895)"
2057220445,200000,205722044500000001-0000     1K,"c(-73.9168597790226, 40.878087619241)"
2033160050,145000,203316005000000001-0000     1B,"c(-73.8950612580284, 40.8675849541491)"
1010660037,635000,101066003700000001-0000     3D,"c(-73.9866209331722, 40.7679490557796)"
3019020001,730000,301902000100000006-0000     7B,"c(-73.9681310607595, 40.6922421297711)"
1012420062,1450000,101242006200000001-0000     9B,"c(-73.9735687674946, 40.7942033362516)"
4084890001,375000,408489000100000003-0000    20B,"c(-73.7142119283782, 40.7567797984328)"
4077480500,250000,407748050000000007-1000    65L,"c(-73.7584927466073, 40.7372933036104)"
5000010216,485000,500001021600000001-0000    A3C,"c(-74.0739643253496, 40.6381177858733)"
1005720017,1900000,100572001700000003-0000     4D,"c(-73.9981373076781, 40.7335504696866)"
4077420003,323000,4077420003000002-122000   56A2,"c(-73.7533622250934, 40.7408888582161)"
4005280050,475000,400528005000000005-0000     2B,"c(-73.9342222867243, 40.7639054108203)"
4043120010,325000,404312001000000004-0000     1B,"c(-73.8288909797384, 40.7731266239402)"
1014890037,330000,101489003700000004-0000     5M,"c(-73.9500131212496, 40.7700681792284)"
3074230011,275000,307423001100000004-0000     6C,"c(-73.938980012222, 40.5928629258896)"
2057450001,320000,205745000100000001-0000     5K,"c(-73.9215120128349, 40.8826191665746)"
4087620001,260000,40876200010000010-77000   133A,"c(-73.7015359570543, 40.7419253696509)"
4077540003,365000,4077540003000003-138000  150A2,"c(-73.7527434776046, 40.7387611497005)"
1013670001,580000,101367000100000001-0000    14K,"c(-73.9631217477455, 40.7570988822293)"
4084890001,400000,408489000100000003-0000    33A,"c(-73.7142119283782, 40.7567797984328)"
3010720040,725000,301072004000000001-0000     9B,"c(-73.9719844571353, 40.6708904660226)"
1013510017,265000,101351001700000001-0000     6E,"c(-73.9631455883935, 40.7595343394548)"
1005320020,850000,100532002000000001-0000   0933,"c(-73.9959366120402, 40.7271279257018)"
4084890001,775000,408489000100000002-0000    32D,"c(-73.7142119283782, 40.7567797984328)"
2057990032,375000,205799003200000001-0000     3A,"c(-73.9099705181684, 40.8876114400619)"
4022340006,315000,402234000600000001-0000    314,"c(-73.8405398336723, 40.7223753198179)"
4020860050,430000,402086005000000002-0000     9D,"c(-73.8598809796084, 40.7322696134384)"
1012100019,400000,101210001900000001-0000    10E,"c(-73.9764159526131, 40.7826487990619)"
3053290072,590000,305329007200000001-0000    10B,"c(-73.9740414304079, 40.646687655518)"
4077320150,340000,407732015000000014-0000   142E,"c(-73.7612725213745, 40.7382840957802)"
3019440004,1100000,301944000400000009-0000     8F,"c(-73.967106055987, 40.6873085495432)"
1011790019,995000,101179001900000001-0000   13GE,"c(-73.9876459074926, 40.7766080155806)"
1015670012,294317,101567001200000001-0000     2C,"c(-73.947658165457, 40.7772852175195)"
1013330023,310000,101333002300000001-0000    436,"c(-73.9708763719043, 40.7479861107679)"
2041740024,135000,204174002400000001-0000    11C,"c(-73.8265224645303, 40.84556515526)"
4084890001,235000,408489000100000001-0000     9F,"c(-73.7142119283782, 40.7567797984328)"
3010630026,460000,301063002600000001-0000     1E,"c(-73.9735276565273, 40.6742694107397)"
3088190011,185000,308819001100000002-0000     3E,"c(-73.9328810656955, 40.6015428457008)"
1006160001,840000,100616000100000001-0000     3D,"c(-74.0035714340675, 40.7382848713548)"
1003210001,840000,100321000100000011-0000  L1802,"c(-73.9783767808142, 40.7143242282315)"
4084010675,260000,40840106750000002-55000    30B,"c(-73.7234374600889, 40.7512949406207)"
3048530028,245000,304853002800000001-0000     4M,"c(-73.9490536185786, 40.6538272812878)"
4033220156,345000,403322015600000002-0000     1F,"c(-73.8335858049475, 40.7051928669584)"
4030990042,290000,403099004200000001-0000     6H,"c(-73.8579846179299, 40.7261756093547)"
4064940003,380000,40649400030000004-71000      A,"c(-73.8291927436338, 40.729559793319)"
1011380053,700000,101138005300000001-0000    10L,"c(-73.9832294704406, 40.7748765757229)"
4001770001,540000,400177000100000001-0000     5B,"c(-73.92195714688, 40.7386545460736)"
3088080059,340000,308808005900000001-0000    208,"c(-73.9316863587374, 40.584782264496)"
3087210360,400000,308721036000000001-0000     3U,"c(-73.9561833950735, 40.5766486069085)"
1009170017,450000,100917001700000001-0000    14K,"c(-73.9757727770169, 40.7466534153236)"
3072740060,340000,307274006000000006-0000    14E,"c(-73.9718572070304, 40.5777227305088)"
1008570018,650000,100857001800000001-0000    11F,"c(-73.9863526255524, 40.7437439243254)"
4084890001,500000,408489000100000001-0000     7E,"c(-73.7142119283782, 40.7567797984328)"
1011840087,380000,101184008700000001-0000     4C,"c(-73.9837313165334, 40.7817556343155)"
4001280007,190000,400128000700000004-0000     1A,"c(-73.9125552266127, 40.7475645954707)"
5000100019,285000,500010001900000001-0000     4H,"c(-74.0787823165954, 40.6448552735597)"
3019050001,600000,301905000100000001-0000    703,"c(-73.96519635708, 40.6925684261311)"
1012510062,1995000,101251006200000001-0000    10F,"c(-73.9755433217473, 40.792603004173)"
1021800633,425000,102180063300000002-0000     5D,"c(-73.9322126897869, 40.8586691321111)"
4021550001,320000,402155000100000006-0000     5F,"c(-73.848285504168, 40.7283469399775)"
1012170064,1700000,101217006400000001-0000     9C,"c(-73.9743834800328, 40.7880020631668)"
1013340022,270000,101334002200000001-0000   1908,"c(-73.970510856595, 40.7486411257224)"
1013660025,1400000,101366002500000001-0000     3J,"c(-73.962196455057, 40.7558814262349)"
4084010675,245000,40840106750000002-18000    67B,"c(-73.7234374600889, 40.7512949406207)"
4051920055,300000,405192005500000002-0000     3C,"c(-73.8210858191961, 40.7535726717825)"
1013840063,1800000,101384006300000001-0000     9D,"c(-73.9670172755252, 40.770490537349)"
4015600001,305000,401560000100000003-0000     1A,"c(-73.8795598236105, 40.7423393476809)"
4084890001,235000,408489000100000001-0000     3M,"c(-73.7142119283782, 40.7567797984328)"
1013660016,725000,101366001600000001-0000     2P,"c(-73.9625957507815, 40.7560655697587)"
4097180002,290000,409718000200000001-0000    631,"c(-73.8163685846512, 40.7131582512318)"
2059530038,325000,205953003800000001-0000    20R,"c(-73.9058351988851, 40.906974041001)"
4078440002,260000,407844000200000018-3000      A,"c(-73.7439990984253, 40.7372618720672)"
4078470001,270000,407847000100000028-0000      B,"c(-73.7423574398353, 40.7378579165872)"
4021540001,433010,402154000100000009-0000     2B,"c(-73.8485149211462, 40.7290462159917)"
1014130040,2500000,101413004000000001-0000    15D,"c(-73.9579400992176, 40.7742474809584)"
2057950518,615000,205795051800000001-0000     7E,"c(-73.9116176951152, 40.8864492861277)"
1013350022,335000,101335002200000001-0000   1705,"c(-73.969992974262, 40.7493465828214)"
4001770001,325000,400177000100000002-0000     3C,"c(-73.92195714688, 40.7386545460736)"
3072740060,330000,307274006000000005-0000    22A,"c(-73.9718572070304, 40.5777227305088)"
4014460045,625000,401446004500000001-0000     5A,"c(-73.8817825232343, 40.7530678800716)"
4079290002,310000,40792900020000001-42000    506,"c(-73.7422140338675, 40.732514357082)"
3054951014,300000,305495101400000003-0000     1G,"c(-73.9705093414895, 40.619712401702)"
4012220009,210000,401222000900000001-0000     2F,"c(-73.8978633712819, 40.7472505834313)"
1009210019,535000,100921001900000001-0000     2F,"c(-73.9831846061842, 40.7319207283437)"
1013300038,520000,101330003800000001-0000    12C,"c(-73.9667975189131, 40.7596297479267)"
1009170017,425000,100917001700000001-0000     6G,"c(-73.9757727770169, 40.7466534153236)"
1021790010,585000,102179001000000006-0000    002,"c(-73.9400594375885, 40.8534031928776)"
4097580006,140000,409758000600000001-0000     6A,"c(-73.8010841658257, 40.7055261682922)"
3053760058,460000,305376005800000001-0000     1B,"c(-73.9715782902976, 40.6392552280722)"
4021480001,493392,402148000100000001-0000     3D,"c(-73.8510879399311, 40.7328836003535)"
4051370011,360000,405137001100000001-0000     4V,"c(-73.8249662673272, 40.7534095159253)"
4020930245,520000,402093024500000005-0000     5E,"c(-73.8592631495645, 40.7336443755107)"
4058780003,285000,405878000300000002-0000     1A,"c(-73.7819471174009, 40.780451839894)"
4014620001,280000,401462000100000004-0000     5C,"c(-73.8785921943359, 40.7521625953038)"
2032260053,266000,203226005300000009-0000    12G,"c(-73.9077536434926, 40.864591539613)"
