bbl,GROSSCON,COOPUNITKEY,geometry
4064930003,400000,40649300030000003-12000      B,"c(-73.8313227270786, 40.7289345752061)"
4033370060,315000,403337006000000001-0000     6J,"c(-73.8307988796195, 40.7100855610017)"
2024610094,300000,202461009400000001-0000    22V,"c(-73.9201361445309, 40.8301511750641)"
1019780001,610000,101978000100000005-0000    13B,"c(-73.9586962723194, 40.8125152615125)"
3058380006,470000,305838000600000001-0000     3F,"c(-74.0297838386354, 40.6397895868246)"
1009160061,410000,100916006100000001-0000    13F,"c(-73.9769541536058, 40.746705449609)"
2042910014,240000,204291001400000001-2000     3B,"c(-73.865315737909, 40.8533992847004)"
4077420003,323000,40774200030000002-19000  130A2,"c(-73.7533622250934, 40.7408888582161)"
3072140001,225000,307214000100000001-0000     1G,"c(-73.9710202547269, 40.5871500637629)"
4077540003,325000,40775400030000003-53000  237A1,"c(-73.7527434776046, 40.7387611497005)"
1013670001,615000,101367000100000001-0000    34S,"c(-73.9631217477455, 40.7570988822293)"
4077320002,235000,407732000200000009-1000    96L,"c(-73.760419107419, 40.7391261677651)"
1021790010,670000,102179001000000004-0000    083,"c(-73.9400594375885, 40.8534031928776)"
2032260053,265000,203226005300000004-0000     7F,"c(-73.9077536434926, 40.864591539613)"
4058780003,330000,405878000300000004-0000     1D,"c(-73.7819471174009, 40.780451839894)"
1006160001,840000,100616000100000001-0000     6D,"c(-74.0035714340675, 40.7382848713548)"
4019080001,220000,401908000100000005-0000     6B,"c(-73.8610366760077, 40.7385794868999)"
1014080040,995000,101408004000000001-0000    15D,"c(-73.9600967476058, 40.7710051500532)"
1005760025,3650000,100576002500000001-0000     9C,"c(-73.9955926175556, 40.7356121570992)"
1003110013,750000,100311001300000010-0000  K0903,"c(-73.9880777776326, 40.715404258894)"
2057230042,161556,205723004200000002-0000     3L,"c(-73.9176799402633, 40.8794181155076)"
4084010675,340000,4084010675000002-121000    58B,"c(-73.7234374600889, 40.7512949406207)"
4020860050,425000,402086005000000002-0000    12D,"c(-73.8598809796084, 40.7322696134384)"
4011990020,205000,401199002000000001-0000     3A,"c(-73.9018298717532, 40.7506450245519)"
1013230036,800000,101323003600000001-0000    10D,"c(-73.9697574638724, 40.7551589793385)"
5029860012,264900,502986001200000006-0000     C2,"c(-74.0740941930492, 40.6081497779575)"
1013300004,725000,101330000400000001-0000    06H,"c(-73.9674092840309, 40.7597180878506)"
1013340041,340000,101334004100000001-0000    907,"c(-73.9714800907511, 40.7492114132245)"
4021560014,325000,402156001400000001-0000    D32,"c(-73.847755139867, 40.7277423840581)"
4012790058,470000,401279005800000001-0000     6K,"c(-73.8870615023608, 40.75083948091)"
1007310060,490000,100731006000000001-0000     8L,"c(-73.9976710066137, 40.7536625655247)"
4059380007,500000,405938000700000001-0000     9H,"c(-73.7764899004302, 40.7853765548844)"
3010630026,460000,301063002600000001-0000     3A,"c(-73.9735276565273, 40.6742694107397)"
1015420019,1100000,101542001900000001-0000     7N,"c(-73.9528787717078, 40.7728915760161)"
1014440008,600000,101444000800000001-0000     7D,"c(-73.9587364788459, 40.7666784790225)"
4014740012,435000,401474001200000002-0000   001B,"c(-73.8797559186061, 40.7491560508466)"
4051370011,450000,405137001100000001-0000    15S,"c(-73.8249662673272, 40.7534095159253)"
4012540012,312170,401254001200000004-0000     5D,"c(-73.8857010302976, 40.7546563972212)"
2059530038,220000,205953003800000001-0000     1T,"c(-73.9058351988851, 40.906974041001)"
1008990001,1350000,100899000100000001-0000    04N,"c(-73.9847733696393, 40.7359194764212)"
3053290072,325000,305329007200000001-0000    12S,"c(-73.9740414304079, 40.646687655518)"
4076320002,340000,407632000200000015-5000  UPPER,"c(-73.7556537025174, 40.7435606899748)"
1008750055,560000,100875005500000001-0000     3F,"c(-73.9856547728927, 40.7370619350711)"
3052680033,430000,305268003300000001-0000     4R,"c(-73.974348806125, 40.6545590498149)"
3088080059,355000,308808005900000001-0000    426,"c(-73.9316863587374, 40.584782264496)"
4031000018,285000,403100001800000001-0000     4A,"c(-73.8584950683388, 40.7258414941513)"
4039070960,310000,403907096000000003-0000     6A,"c(-73.852322970255, 40.7001350625872)"
4019080001,220000,401908000100000005-0000     4F,"c(-73.8610366760077, 40.7385794868999)"
4084890001,245000,408489000100000003-0000     1R,"c(-73.7142119283782, 40.7567797984328)"
4020860050,300000,402086005000000004-0000     8F,"c(-73.8598809796084, 40.7322696134384)"
4022510002,300000,402251000200000002-0000     3R,"c(-73.8356715162852, 40.7199383396163)"
1011400046,350000,101140004600000001-0000    83B,"c(-73.9816647711354, 40.7758772896422)"
1005880007,650000,100588000700000001-0000     5D,"c(-74.005120352603, 40.7323355718371)"
1013330023,290000,101333002300000001-0000   1534,"c(-73.9708763719043, 40.7479861107679)"
4014200001,235000,401420000100000004-1000    110,"c(-73.877661329052, 40.7574669231441)"
1021790010,375000,102179001000000004-0000    135,"c(-73.9400594375885, 40.8534031928776)"
4021550001,320000,402155000100000003-0000     2G,"c(-73.848285504168, 40.7283469399775)"
4015470001,340000,401547000100000001-0000     5K,"c(-73.8784900343559, 40.7386597602495)"
1014380001,275000,101438000100000001-0000     4K,"c(-73.9620581137389, 40.7631698428634)"
1009400048,450000,100940004800000001-0000     7B,"c(-73.9743894817805, 40.7447741873309)"
4084890001,235000,408489000100000001-0000     2C,"c(-73.7142119283782, 40.7567797984328)"
1013340022,290000,101334002200000001-0000    416,"c(-73.970510856595, 40.7486411257224)"
4020860050,280000,402086005000000004-0000    11C,"c(-73.8598809796084, 40.7322696134384)"
1013460014,525000,101346001400000001-0000     5M,"c(-73.9656073721825, 40.7563556486254)"
3088190011,225000,308819001100000003-0000     4G,"c(-73.9328810656955, 40.6015428457008)"
2059120091,230000,205912009100000002-0000     1F,"c(-73.9090909930085, 40.8964550555064)"
4022660100,150000,402266010000000001-0000     2E,"c(-73.8336573616209, 40.717186458641)"
2057160500,610000,205716050000000001-0000    D12,"c(-73.9177305938154, 40.8767610985354)"
1014980010,2300000,101498001000000001-0000    12C,"c(-73.9592002998674, 40.7813330349706)"
2057950518,325000,205795051800000001-0000    10A,"c(-73.9116176951152, 40.8864492861277)"
1011380001,430000,101138000100000001-0000     6N,"c(-73.983759425779, 40.7748586948902)"
4011110001,312000,401111000100000011-0000    F1A,"c(-73.9059545133664, 40.7582907935241)"
1003110013,830000,100311001300000008-0000  H1803,"c(-73.9880777776326, 40.715404258894)"
2059530550,170000,205953055000000007-0000     4C,"c(-73.9061150363699, 40.9052352678195)"
1013460049,650000,101346004900000001-0000     9E,"c(-73.9663987552624, 40.7569557908689)"
1008170029,1650000,100817002900000001-0000   12DS,"c(-73.9938596858644, 40.7374329047939)"
4017270008,185000,401727000800000004-0000     6C,"c(-73.8562352648648, 40.7576018057688)"
1005660018,1600000,100566001800000001-0000     6X,"c(-73.9949969035654, 40.7320770876281)"
3019020001,690000,301902000100000004-0000    11G,"c(-73.9681310607595, 40.6922421297711)"
4001280007,365000,400128000700000008-0000     3E,"c(-73.9125552266127, 40.7475645954707)"
1000650017,1100000,100065001700000001-0000     3C,"c(-74.009503825818, 40.7098320578559)"
4047720001,295000,404772000100000001-0000     4C,"c(-73.8255802117498, 40.7734546581917)"
1011790019,995000,101179001900000001-0000    4DW,"c(-73.9876459074926, 40.7766080155806)"
2059530038,325000,205953003800000001-0000    11W,"c(-73.9058351988851, 40.906974041001)"
3068180025,260000,306818002500000001-0000     H3,"c(-73.9597614940046, 40.6044650639439)"
5035460001,215000,503546000100000003-0000    92E,"c(-74.0976108556768, 40.5846894180691)"
4014200001,350000,401420000100000001-1000    211,"c(-73.877661329052, 40.7574669231441)"
1008770074,400000,100877007400000001-0000     7F,"c(-73.98573982653, 40.7388301636605)"
4066790001,410000,406679000100000012-4000   191B,"c(-73.8185573984594, 40.7273811650692)"
1010490001,815000,101049000100000001-0000   12ES,"c(-73.9841248570306, 40.7689490314921)"
1019780001,295000,101978000100000006-0000    12E,"c(-73.9586962723194, 40.8125152615125)"
4031650062,175000,403165006200000001-0000     3J,"c(-73.855669239336, 40.7222629918699)"
4077420003,325250,4077420003000002-131000   65A2,"c(-73.7533622250934, 40.7408888582161)"
4032360035,310000,403236003500000001-0000    15A,"c(-73.8492554856544, 40.7221531757117)"
2059530240,210000,205953024000000003-0000     6M,"c(-73.9054208880704, 40.9092522950817)"
4005570003,605000,400557000300000012-0000    15C,"c(-73.9317116636673, 40.7626039028715)"
1013330023,300000,101333002300000001-0000   1810,"c(-73.9708763719043, 40.7479861107679)"
4084890001,565000,408489000100000001-0000     4D,"c(-73.7142119283782, 40.7567797984328)"
4098340041,160000,409834004100000001-0000     2T,"c(-73.7857226310216, 40.7116192562072)"
4084890001,500000,408489000100000001-0000    23K,"c(-73.7142119283782, 40.7567797984328)"
1013280030,425000,101328003000000001-0000    11H,"c(-73.9670495652647, 40.758098823455)"
1003150001,650000,100315000100000004-0000  D0401,"c(-73.9859018520821, 40.7150585343655)"
4022120014,1100000,402212001400000001-0000    10L,"c(-73.8457264069057, 40.7245165216658)"
2059010001,345000,205901000100000001-0000    15G,"c(-73.9145372157692, 40.8854677126167)"
2033980044,160000,203398004400000001-0000     3F,"c(-73.8623833868758, 40.9008405059889)"
1012100019,750000,101210001900000001-0000    12D,"c(-73.9764159526131, 40.7826487990619)"
4032360035,385000,403236003500000001-0000    18E,"c(-73.8492554856544, 40.7221531757117)"
1014710045,725000,101471004500000001-0000     6C,"c(-73.9532819427392, 40.7706397475433)"
2024610094,140000,202461009400000001-0000    14B,"c(-73.9201361445309, 40.8301511750641)"
1013660016,675000,101366001600000001-0000     5N,"c(-73.9625957507815, 40.7560655697587)"
4011110001,307000,401111000100000001-0000    A5K,"c(-73.9059545133664, 40.7582907935241)"
4045880001,320000,404588000100000012-0000     6D,"c(-73.7993826967643, 40.7936048554968)"
4020860050,500000,402086005000000005-0000     7J,"c(-73.8598809796084, 40.7322696134384)"
1014460023,895000,101446002300000001-0000  A1406,"c(-73.9567296656672, 40.7676355726799)"
1014470047,375000,101447004700000001-0000     1C,"c(-73.9574523776586, 40.7690616857567)"
2059010001,368000,205901000100000001-0000    20M,"c(-73.9145372157692, 40.8854677126167)"
1010300029,1300000,101030002900000001-0000    07I,"c(-73.9797371614472, 40.7666774312235)"
4014200001,235000,401420000100000005-0000    107,"c(-73.877661329052, 40.7574669231441)"
4038800097,425000,403880009700000001-0000    16L,"c(-73.8548589985539, 40.7060068502733)"
4050020087,390000,405002008700000001-0000    E10,"c(-73.8249092324886, 40.7649311459184)"
4066790001,410000,406679000100000012-4000   192A,"c(-73.8185573984594, 40.7273811650692)"
1014440023,425000,101444002300000001-0000    11D,"c(-73.9575751129503, 40.7661865052324)"
1004310025,700000,100431002500000001-0000     8G,"c(-73.9852967425292, 40.7242059100777)"
4077550003,325000,40775500030000004-40000  318A1,"c(-73.7542294906663, 40.7397374747561)"
1015650029,730000,101565002900000001-0000    28E,"c(-73.9478840306659, 40.7758797850368)"
1013340041,293000,101334004100000001-0000    405,"c(-73.9714800907511, 40.7492114132245)"
1003210001,835000,100321000100000012-0000  K0407,"c(-73.9783767808142, 40.7143242282315)"
1011960029,520000,101196002900000001-0000    511,"c(-73.9714122541113, 40.7830961901671)"
1015560023,650000,101556002300000001-0000    23H,"c(-73.9462546867286, 40.7817804681218)"
1008660064,385000,100866006400000001-0000    12G,"c(-73.9820636471113, 40.7495599441394)"
3060160006,415000,306016000600000001-0000     1J,"c(-74.0323074920255, 40.6259784487319)"
3072740001,335000,307274000100000001-0000    22H,"c(-73.9710655952564, 40.5789176473329)"
2042510011,140000,204251001100000001-0000     5S,"c(-73.8299980805569, 40.855183429815)"
2032950033,240000,203295003300000001-0000     4I,"c(-73.889402286594, 40.8684145462881)"
1015650029,680000,101565002900000001-0000    14D,"c(-73.9478840306659, 40.7758797850368)"
2059530230,315000,205953023000000002-0000     8E,"c(-73.9054961445133, 40.9082120047334)"
1008900049,425000,100890004900000001-0000    11F,"c(-73.9780468556265, 40.7463543673728)"
4014590001,340000,401459000100000002-0000     3C,"c(-73.8812700791886, 40.7512518800871)"
3048530028,245000,304853002800000001-0000     7H,"c(-73.9490536185786, 40.6538272812878)"
4020860050,300000,402086005000000002-0000    12M,"c(-73.8598809796084, 40.7322696134384)"
1019930057,435000,101993005700000001-0000     3K,"c(-73.9611346414322, 40.8130246184727)"
1012940033,980000,101294003300000001-0000     8J,"c(-73.9707312114566, 40.7627331162852)"
1013630008,580000,101363000800000001-0000     2E,"c(-73.9647147657295, 40.7543300233388)"
4050280007,275000,405028000700000001-0000     4G,"c(-73.8162699332547, 40.7637580048426)"
4014200001,350000,401420000100000006-0000    509,"c(-73.877661329052, 40.7574669231441)"
4076680010,360000,40766800100000021-31000      B,"c(-73.7531686214112, 40.7446808327752)"
4033340186,255000,403334018600000001-1000     5E,"c(-73.8353142463714, 40.7141495225044)"
2024580090,295000,202458009000000001-0000    6AS,"c(-73.9230163804598, 40.8248477648657)"
4045880001,320000,404588000100000012-0000     5A,"c(-73.7993826967643, 40.7936048554968)"
4097180002,290000,409718000200000001-0000    227,"c(-73.8163685846512, 40.7131582512318)"
1013350022,295000,101335002200000001-0000   1516,"c(-73.969992974262, 40.7493465828214)"
1009300001,825000,100930000100000001-0000     5F,"c(-73.9797767650769, 40.7386766163969)"
4078440002,250000,407844000200000016-5000      A,"c(-73.7439990984253, 40.7372618720672)"
1008170029,735000,100817002900000001-0000    1TS,"c(-73.9938596858644, 40.7374329047939)"
4050070022,300000,405007002200000001-0000     2V,"c(-73.8156681071096, 40.7661003153751)"
4021390007,470000,402139000700000001-0000    A21,"c(-73.848674883893, 40.7245529938121)"
4059380007,475000,405938000700000001-0000     6H,"c(-73.7764899004302, 40.7853765548844)"
1013330023,310000,101333002300000001-0000    104,"c(-73.9708763719043, 40.7479861107679)"
1003210001,675000,100321000100000008-0000  H1406,"c(-73.9783767808142, 40.7143242282315)"
2059090970,365000,205909097000000001-0000   A511,"c(-73.9090838059461, 40.8923666977092)"
4059380007,500000,405938000700000001-0000    14F,"c(-73.7764899004302, 40.7853765548844)"
3019020001,725000,301902000100000004-0000    12B,"c(-73.9681310607595, 40.6922421297711)"
1011860091,2550000,101186009100000001-0000     7W,"c(-73.9823380655583, 40.7845288875252)"
4020860050,200000,402086005000000005-0000     2A,"c(-73.8598809796084, 40.7322696134384)"
4077540003,330000,40775400030000003-13000  283A1,"c(-73.7527434776046, 40.7387611497005)"
4077320002,280000,407732000200000001-1000    74L,"c(-73.760419107419, 40.7391261677651)"
4077420003,323000,40774200030000002-15000  133A2,"c(-73.7533622250934, 40.7408888582161)"
4077480500,470000,407748050000000019-1000  19W6G,"c(-73.7584927466073, 40.7372933036104)"
1008420007,480000,100842000700000001-0000   1121,"c(-73.9925097137662, 40.735852530367)"
1013340022,260000,101334002200000001-0000    714,"c(-73.970510856595, 40.7486411257224)"
1009280001,650000,100928000100000001-0000     2P,"c(-73.9807845188557, 40.7372107763318)"
4084890001,450000,408489000100000001-0000    12G,"c(-73.7142119283782, 40.7567797984328)"
4020860050,530000,402086005000000006-0000     4E,"c(-73.8598809796084, 40.7322696134384)"
1005610014,1850000,100561001400000001-0000     2G,"c(-73.9925402462671, 40.731955351898)"
4019490106,225000,401949010600000001-0000     7R,"c(-73.8579884895663, 40.7382245756725)"
1013340022,260000,101334002200000001-0000   1722,"c(-73.970510856595, 40.7486411257224)"
3052170018,810000,305217001800000001-0000     3F,"c(-73.9607833652299, 40.6357956503611)"
1005660018,1600000,100566001800000001-0000    22D,"c(-73.9949969035654, 40.7320770876281)"
1014130040,2500000,101413004000000001-0000    17B,"c(-73.9579400992176, 40.7742474809584)"
4077420003,367000,4077420003000002-110000   43B1,"c(-73.7533622250934, 40.7408888582161)"
1013410001,550000,101341000100000001-0000     4H,"c(-73.968922051687, 40.7537271130998)"
3087210375,670000,308721037500000001-0000    14G,"c(-73.9559325823545, 40.5759725477451)"
2041740024,165000,204174002400000001-0000    10B,"c(-73.8265224645303, 40.84556515526)"
4058780003,280000,405878000300000003-0000     1C,"c(-73.7819471174009, 40.780451839894)"
4084890001,330000,408489000100000002-0000     5S,"c(-73.7142119283782, 40.7567797984328)"
4052940022,320000,405294002200000001-0000     3O,"c(-73.7984982318329, 40.7625918334545)"
1014530043,750000,101453004300000001-0000    PHB,"c(-73.9545674321217, 40.7728178717008)"
4078440002,250000,407844000200000015-1000      B,"c(-73.7439990984253, 40.7372618720672)"
1013360015,415000,101336001500000001-0000   1015,"c(-73.9699610470917, 40.7500085500568)"
4052940022,320000,405294002200000001-0000     6G,"c(-73.7984982318329, 40.7625918334545)"
4084010675,240000,40840106750000002-60000    92A,"c(-73.7234374600889, 40.7512949406207)"
5000180099,365000,500018009900000001-0000    B5H,"c(-74.0799943092564, 40.641423993259)"
4162280041,200000,416228004100000001-0000     6J,"c(-73.8381676889435, 40.5772855513039)"
2057230084,160400,205723008400000001-0000     5H,"c(-73.9185814156022, 40.8784495830608)"
1014830038,360000,101483003800000001-0000     3E,"c(-73.9528275583435, 40.7659770206187)"
5029860012,260000,502986001200000015-0000     3B,"c(-74.0740941930492, 40.6081497779575)"
1013330023,295000,101333002300000001-0000   1915,"c(-73.9708763719043, 40.7479861107679)"
4001410015,380000,400141001500000001-0000    B15,"c(-73.9181942855271, 40.7440802595188)"
3072740001,335000,307274000100000001-0000    16D,"c(-73.9710655952564, 40.5789176473329)"
3009820062,675000,300982006200000001-0000     3C,"c(-73.9827137718477, 40.6718998988812)"
1011620029,2245000,101162002900000001-0000    28B,"c(-73.9827863563557, 40.7778001820537)"
4077420003,325250,4077420003000002-140000   74A1,"c(-73.7533622250934, 40.7408888582161)"
3050860066,495000,305086006600000001-0000     6H,"c(-73.9574085338363, 40.6515816805776)"
4014740012,440000,401474001200000003-0000   005F,"c(-73.8797559186061, 40.7491560508466)"
2041740024,165000,204174002400000001-0000     5F,"c(-73.8265224645303, 40.84556515526)"
1021080035,445000,102108003500000002-0000     51,"c(-73.9402259579565, 40.832667191213)"
4014420001,370000,401442000100000001-0000     4W,"c(-73.8735782426736, 40.7557424330517)"
1014460023,650000,101446002300000001-0000  B1202,"c(-73.9567296656672, 40.7676355726799)"
1014330034,400000,101433003400000001-0000    14B,"c(-73.9561782828759, 40.7734985091153)"
4050280007,275000,405028000700000001-0000     5U,"c(-73.8162699332547, 40.7637580048426)"
1008160031,615000,100816003100000001-0000    224,"c(-73.9941632631089, 40.7366985099602)"
1013330001,460000,101333000100000001-0000     6V,"c(-73.9724971040131, 40.7485605133245)"
4077480500,435000,407748050000000019-1000  19W5C,"c(-73.7584927466073, 40.7372933036104)"
2059530230,260000,205953023000000002-0000     2K,"c(-73.9054961445133, 40.9082120047334)"
4062160001,360000,406216000100000001-0000     3U,"c(-73.7767589094974, 40.7628119958219)"
4058780003,280000,405878000300000003-0000     1A,"c(-73.7819471174009, 40.780451839894)"
2033440102,190000,203344010200000002-0000     6K,"c(-73.8758424501973, 40.8810329735674)"
3002170001,585000,300217000100000001-0000    22C,"c(-73.9918650635539, 40.6987793276441)"
4097140018,230000,409714001800000001-0000    515,"c(-73.8172125226875, 40.7119146481422)"
4033350023,235000,403335002300000001-0000    17E,"c(-73.833725561877, 40.7121757035697)"
1008930041,775000,100893004100000001-0000    05A,"c(-73.976863552401, 40.7480943446224)"
4084890001,335000,408489000100000002-0000     1D,"c(-73.7142119283782, 40.7567797984328)"
2032950033,185000,203295003300000001-0000     1D,"c(-73.889402286594, 40.8684145462881)"
1014970028,2565000,101497002800000001-0000     9E,"c(-73.9582661655017, 40.7799829755158)"
1015190046,300000,101519004600000001-0000     4B,"c(-73.9528224182584, 40.7822475634987)"
3074490025,280000,307449002500000001-0000     2A,"c(-73.9359502410117, 40.5904256428606)"
1013110065,900000,101311006500000001-0000    17D,"c(-73.970226519989, 40.7610785004723)"
4012380006,335000,401238000600000001-0000    10P,"c(-73.9118126841336, 40.7466022177993)"
4012900013,710000,401290001300000003-0000      1,"c(-73.8863134697963, 40.7487724694154)"
4077420003,365000,4077420003000002-129000   63B1,"c(-73.7533622250934, 40.7408888582161)"
4064820003,270000,4064820003000001-163000      A,"c(-73.8317254055871, 40.7305432797394)"
2057220445,525000,205722044500000001-0000    26D,"c(-73.9168597790226, 40.878087619241)"
4079140002,315000,40791400020000002-42000   1506,"c(-73.7438653541695, 40.7326859961419)"
4096650001,245000,409665000100000003-0000     4D,"c(-73.8189289642914, 40.7123415938686)"
4077390003,332000,40773900030000001-24000  370A1,"c(-73.7560069493339, 40.7404422666459)"
3059720001,340000,305972000100000001-0000    F19,"c(-74.0208606147595, 40.6249878275712)"
2033070001,210000,203307000100000001-0000     3J,"c(-73.8852143741952, 40.8724035916938)"
4014390001,300000,401439000100000003-0000     4D,"c(-73.8763676882794, 40.7555627768896)"
1002630008,815000,100263000800000006-0000  D0407,"c(-73.9789832236522, 40.7129513545995)"
1013250024,499000,101325002400000001-0000     3G,"c(-73.9683182302437, 40.7558581936504)"
4077320002,280000,407732000200000011-1000   114N,"c(-73.760419107419, 40.7391261677651)"
3065030030,415000,306503003000000001-0000    702,"c(-73.9720574103964, 40.6283854251558)"
1013350022,270000,101335002200000001-0000   1903,"c(-73.969992974262, 40.7493465828214)"
4079290002,262000,40792900020000001-15000    210,"c(-73.7422140338675, 40.732514357082)"
3072740015,350000,307274001500000003-0000     9S,"c(-73.9698590156726, 40.5788513122297)"
4014210001,280000,401421000100000006-0000    204,"c(-73.87675473101, 40.7577059487531)"
4020860050,290000,402086005000000004-0000     9M,"c(-73.8598809796084, 40.7322696134384)"
4050020087,390000,405002008700000001-0000    E12,"c(-73.8249092324886, 40.7649311459184)"
1013460014,650000,101346001400000001-0000     8G,"c(-73.9656073721825, 40.7563556486254)"
3067760065,190000,306776006500000001-0000     1L,"c(-73.9600486565762, 40.609607581338)"
4015600001,300000,401560000100000001-0000     3C,"c(-73.8795598236105, 40.7423393476809)"
4050280007,280000,405028000700000001-0000     2K,"c(-73.8162699332547, 40.7637580048426)"
4084890001,300000,408489000100000003-0000    16T,"c(-73.7142119283782, 40.7567797984328)"
4042850010,350000,404285001000000001-0000     3B,"c(-73.827187333436, 40.7746679600832)"
2058363250,175000,205836325000000001-0000     3A,"c(-73.8987862349564, 40.8982896349666)"
1014270018,570000,101427001800000001-0000     4E,"c(-73.9587390102857, 40.769273049662)"
1013940007,530000,101394000700000001-0000    27A,"c(-73.9686455940789, 40.7628128382322)"
4084010675,240000,408401067500000002-0000    99B,"c(-73.7234374600889, 40.7512949406207)"
2057950518,615000,205795051800000001-0000    15O,"c(-73.9116176951152, 40.8864492861277)"
4020860050,270000,402086005000000004-0000    14L,"c(-73.8598809796084, 40.7322696134384)"
4162300039,275000,416230003900000001-0000     F1,"c(-73.8397857649883, 40.5767508904692)"
1021800522,340000,102180052200000001-0000     3L,"c(-73.9328743326719, 40.8577504989919)"
2057230084,160400,205723008400000002-0000     6L,"c(-73.9185814156022, 40.8784495830608)"
1013940007,820000,101394000700000001-0000     4C,"c(-73.9686455940789, 40.7628128382322)"
1008160031,825000,100816003100000001-0000    903,"c(-73.9941632631089, 40.7366985099602)"
4084890001,650000,408489000100000001-0000    17O,"c(-73.7142119283782, 40.7567797984328)"
1013340022,290000,101334002200000001-0000    723,"c(-73.970510856595, 40.7486411257224)"
4014430057,485000,401443005700000001-0000     52,"c(-73.8845824024596, 40.7528311833872)"
4084010675,240000,40840106750000002-90000   112A,"c(-73.7234374600889, 40.7512949406207)"
4020860050,300000,402086005000000003-0000     4C,"c(-73.8598809796084, 40.7322696134384)"
4031570101,330000,403157010100000001-0000     A1,"c(-73.8566242455495, 40.725688268379)"
4002090025,205000,400209002500000001-0000     5D,"c(-73.9261730277717, 40.7375136962292)"
3072740060,440000,307274006000000006-0000    18C,"c(-73.9718572070304, 40.5777227305088)"
3000860011,799000,300086001100000006-0000    16A,"c(-73.9878532443117, 40.6978012627673)"
1013330001,385000,101333000100000001-0000    17A,"c(-73.9724971040131, 40.7485605133245)"
4059000075,425000,405900007500000001-0000     3K,"c(-73.7768428035785, 40.7816448402307)"
1013630040,650000,101363004000000004-0000     4F,"c(-73.9644599723464, 40.7545546908563)"
1013350022,335000,101335002200000001-0000    208,"c(-73.969992974262, 40.7493465828214)"
4020860050,550000,402086005000000003-0000     9E,"c(-73.8598809796084, 40.7322696134384)"
4039070960,300000,403907096000000004-0000     5H,"c(-73.852322970255, 40.7001350625872)"
1013300004,725000,101330000400000001-0000    06E,"c(-73.9674092840309, 40.7597180878506)"
4077320002,235000,407732000200000009-0000    93B,"c(-73.760419107419, 40.7391261677651)"
4039070960,250000,403907096000000002-0000     4P,"c(-73.852322970255, 40.7001350625872)"
1013340041,330000,101334004100000001-0000   1216,"c(-73.9714800907511, 40.7492114132245)"
1010360014,550000,101036001400000001-0000    908,"c(-73.9896307729351, 40.7599315186929)"
1013380012,305000,101338001200000001-0000     3H,"c(-73.9695215962409, 40.7514558101035)"
2032950033,240000,203295003300000001-0000     4G,"c(-73.889402286594, 40.8684145462881)"
3011790047,2100000,301179004700000001-0000     7E,"c(-73.9641909166108, 40.6725658748178)"
4014570048,225000,401457004800000001-0000     1D,"c(-73.8832040885849, 40.750474612206)"
4021400021,330000,402140002100000001-0000    305,"c(-73.8472125476751, 40.7240715132854)"
3052800008,711000,305280000800000001-0000     2L,"c(-73.9801974149988, 40.6489130803931)"
4014340029,320000,401434002900000001-0000     3J,"c(-73.880900823988, 40.7544526319102)"
4032360035,310000,403236003500000001-0000    15K,"c(-73.8492554856544, 40.7221531757117)"
4033350023,290000,403335002300000001-0000    12F,"c(-73.833725561877, 40.7121757035697)"
2059530240,280000,205953024000000003-0000     6S,"c(-73.9054208880704, 40.9092522950817)"
3007380009,450000,300738000900000001-0000     B5,"c(-74.0088969811342, 40.6495289606627)"
1014440008,600000,101444000800000001-0000     3F,"c(-73.9587364788459, 40.7666784790225)"
4021360021,330000,402136002100000001-0000     6B,"c(-73.849756572397, 40.7265282840993)"
4031700001,350000,403170000100000001-0000    404,"c(-73.8536360248987, 40.7259147929921)"
4039070975,170000,403907097500000001-0000     3T,"c(-73.8516308223066, 40.6991314383951)"
1013040029,375000,101304002900000001-0000     5B,"c(-73.9717738688169, 40.7556786406004)"
1015000045,1300000,101500004500000001-0000    14B,"c(-73.9569360229363, 40.7822113745752)"
2033980044,125000,203398004400000001-0000     2B,"c(-73.8623833868758, 40.9008405059889)"
3073970001,340000,307397000100000001-0000     6B,"c(-73.9581217297318, 40.5938105251869)"
1011250024,2425000,101125002400000001-0000    12C,"c(-73.9768470867773, 40.7770766339652)"
4031630015,180000,403163001500000001-0000     4R,"c(-73.8562184673877, 40.7211888508641)"
3019020001,725000,301902000100000002-0000     6H,"c(-73.9681310607595, 40.6922421297711)"
4033220123,220000,403322012300000001-0000     1K,"c(-73.8328778021958, 40.7052642113631)"
3052680033,650000,305268003300000001-0000     2A,"c(-73.974348806125, 40.6545590498149)"
3000860011,290000,300086001100000004-0000     4J,"c(-73.9878532443117, 40.6978012627673)"
1005060027,1220000,100506002700000001-0000     5G,"c(-74.0038968697425, 40.7266662088498)"
3088210010,180000,308821001000000002-0000     5H,"c(-73.9331520505384, 40.5981335984033)"
1014660037,1650000,101466003700000001-0000    20B,"c(-73.9553445154595, 40.7672166447406)"
2043430001,100000,204343000100000003-0000     3G,"c(-73.8668583335157, 40.8585640557776)"
4079140002,225000,4079140002000002-106000   2028,"c(-73.7438653541695, 40.7326859961419)"
4047720001,295000,404772000100000004-0000     2B,"c(-73.8255802117498, 40.7734546581917)"
1013350022,295000,101335002200000001-0000   1419,"c(-73.969992974262, 40.7493465828214)"
4077420003,323000,40774200030000002-26000  123A1,"c(-73.7533622250934, 40.7408888582161)"
