NEIGHBORHOOD,block,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,accuracy,uniformity,vertical_equity
1110,905,prediction,GROSSCON,33,1.0028,0.6424227081214887,0.5817922377686383,11.75427105373754,1.0259448435679457,-0.2241320569300296,1.236058706979777,0.14022448855498976,0.08465983865153529,-0.05556464990345447,0.6037450342943165,TRUE,TRUE,TRUE
1110,906,prediction,GROSSCON,23,1.0232,0.8063288202178129,0.5774197769063725,12.452845099010586,1.0429717618056817,-0.15224400514896255,1.2226828497700448,0.19336779592452472,0.12310100852131897,-0.07026678740320574,0.6366158745966559,TRUE,TRUE,FALSE
1110,907,prediction,GROSSCON,23,1.0402,0.5825088197342382,0.6778656126482213,10.275832533550808,1.0448545785791454,-0.2510867682191915,1.3361128553590949,0.18216793844483742,0.10492622818957874,-0.07724171025525868,0.5759862524949835,TRUE,TRUE,FALSE
1110,908,prediction,GROSSCON,6,0.9757,0.6905122613994792,0.40672268907563036,7.524278480926301,1.0082662248097123,-0.1465070020402143,1.124033309900967,0.08522787917600594,0.05990155353018167,-0.025326325645824266,0.7028398935808045,TRUE,TRUE,TRUE
1120,521,prediction,GROSSCON,4,,,,,,,,,,,,,,
1120,522,prediction,GROSSCON,3,,,,,,,,,,,,,,
1120,523,prediction,GROSSCON,13,1.041,0.9436072291725538,0.7787275398696012,10.081576747586187,1.0479504795915353,-0.055604418856793014,1.1569261932397257,0.3666040122854005,0.3270352017806555,-0.03956881050474503,0.8920666190801513,TRUE,TRUE,FALSE
1120,525,prediction,GROSSCON,2,,,,,,,,,,,,,,
1120,526,prediction,GROSSCON,2,,,,,,,,,,,,,,
1120,529,prediction,GROSSCON,4,,,,,,,,,,,,,,
1120,530,prediction,GROSSCON,4,,,,,,,,,,,,,,
1120,531,prediction,GROSSCON,4,,,,,,,,,,,,,,
1120,532,prediction,GROSSCON,28,1.0178,0.9302626607975801,0.26591544323874733,14.949830339869994,1.0459130044364604,-0.16224013830864017,1.5110580268625895,0.2152928389228855,0.12830311310431494,-0.08698972581857056,0.5959469611075688,TRUE,TRUE,FALSE
1120,537,prediction,GROSSCON,7,0.9683,0.9977843629128186,0.9298469387755098,6.7062390682858,1.017705577207009,-0.015836652151530416,1.0510377454775846,0.46767680254029614,0.4531682110545286,-0.014508591485767552,0.9689773120946757,TRUE,TRUE,TRUE
1120,539,prediction,GROSSCON,7,1.0127,0.9828621737560137,0.7346938775510199,4.15396617381621,1.011425143671502,-0.10678669840161231,1.1963836040018516,0.13935020143175944,0.1158994730919226,-0.023450728339836843,0.8317137105013745,TRUE,FALSE,TRUE
1120,542,prediction,GROSSCON,7,0.957,0.6041395932450516,0.6870129870129869,12.458871533059021,1.0240229407000065,-0.3613248200569656,1.4557585818201306,0.11855890084763564,0.06451065155983825,-0.05404824928779739,0.5441232256593137,TRUE,TRUE,TRUE
1120,543,prediction,GROSSCON,1,,,,,,,,,,,,,,
1120,545,prediction,GROSSCON,5,0.9533,0.6917575309743436,0.7605263157894738,9.792954295589064,1.019332853248849,-0.27840872988395565,1.3694120485582943,0.11821028607823365,0.07777093403061368,-0.040439352047619975,0.6579032723019002,TRUE,TRUE,TRUE
1120,548,prediction,GROSSCON,22,0.9593,0.9049185959264209,0.6302558084354578,16.567611029828814,1.0454142010073144,-0.08300449570577616,1.2528861176059887,0.30023953750834925,0.24181035845836715,-0.0584291790499821,0.8053914566519832,TRUE,FALSE,FALSE
1120,550,prediction,GROSSCON,5,0.9716,0.9900590528757421,0.9999999999999996,5.184269882091364,1.00623164035996,-0.018552379871033333,1.0441630132516855,0.2856890459363958,0.2797774910961598,-0.005911554840236033,0.9793077301201386,TRUE,TRUE,TRUE
1120,551,prediction,GROSSCON,27,1.0432,0.7058395627579144,0.5445002749582903,16.90490852877554,1.0588410731321896,-0.1241977647073399,1.1386732622571456,0.25793085611808164,0.18761954235718056,-0.07031131376090108,0.7274024720457939,TRUE,FALSE,FALSE
1120,552,prediction,GROSSCON,3,,,,,,,,,,,,,,
1120,553,prediction,GROSSCON,1,,,,,,,,,,,,,,
1120,555,prediction,GROSSCON,37,0.9909,0.7255314823854595,0.6769032320102435,17.31466450744697,1.0478336247096598,-0.11304266015301366,1.1293213277920093,0.2131594782728902,0.154703587723186,-0.05845589054970421,0.7257645260565517,TRUE,FALSE,FALSE
1120,556,prediction,GROSSCON,13,0.9677,0.7721668349408025,0.7578167688664925,12.874313526812323,1.0434467792775903,-0.33694905492822413,1.6208592801528816,0.17303537915960077,0.0951454992521068,-0.07788987990749396,0.5498615353357794,TRUE,TRUE,FALSE
