"","DATABASE","SCHEMA","TABLE_NAME","PREFIX","COLS","RECORDS","PRIMARY_KEYS"
"6217","IAS","IAS","TEMP_4067991105_OFFSET_JM",,52,,
"6218","IAS","IAS","TEMP_4067991106_OFFSET_JM",,52,,
"6219","IAS","IAS","TEMP_4067991107_OFFSET_JM",,52,,
"6220","IAS","IAS","TEMP_4067991108_OFFSET_JM",,52,,
"6221","IAS","IAS","TEMP_4067991109_OFFSET_JM",,52,,
"6222","IAS","IAS","TEMP_4101820022_OFFSET_JM",,53,,
"6223","IAS","IAS","TEMP_4120310047_ADJUST",,53,,
"6224","IAS","IAS","TEMP_4155630101_ADJUST",,53,,
"6225","IAS","IAS","TEMP_4155630101_DUPS_ADJUST",,53,,
"6226","IAS","IAS","TEMP_5077100400_OFFSET_JM",,53,,
"6227","IAS","IAS","TEMP_A",,3,,
"6228","IAS","IAS","TEMP_AA010FIT",,4,,
"6229","IAS","IAS","TEMP_AA016FIT",,4,,
"6230","IAS","IAS","TEMP_AA016FIT_MV",,12,,
"6231","IAS","IAS","TEMP_AA017FIT",,5,,
"6232","IAS","IAS","TEMP_AA018FIT",,12,,
"6233","IAS","IAS","TEMP_AA025FIT",,10,,
"6234","IAS","IAS","TEMP_AA026FIT",,9,,
"6235","IAS","IAS","TEMP_AA042FIT",,1,,
"6236","IAS","IAS","TEMP_AA055FIT",,8,,
"6237","IAS","IAS","TEMP_AA115NY",,13,,
"6238","IAS","IAS","TEMP_AA115NY1",,14,,
"6239","IAS","IAS","TEMP_AA115NY2",,13,,
"6240","IAS","IAS","TEMP_AA115NY3",,12,,
"6241","IAS","IAS","TEMP_AA121_1178643",,17,,
"6242","IAS","IAS","TEMP_AA140",,50,,
"6243","IAS","IAS","TEMP_AA140NY",,65,,
"6244","IAS","IAS","TEMP_AA140_SIG",,85,,
"6245","IAS","IAS","TEMP_AA315NY",,63,,
"6246","IAS","IAS","TEMP_AA315NY_2",,7,,
"6247","IAS","IAS","TEMP_AA315NY_3",,16,,
"6248","IAS","IAS","TEMP_AA400_NOROLL",,2,,
"6249","IAS","IAS","TEMP_AA422NYC",,34,,
"6250","IAS","IAS","TEMP_AA422NYC0",,7,,
"6251","IAS","IAS","TEMP_AA422NYC1",,15,,
"6252","IAS","IAS","TEMP_AA422NYC2",,18,,
"6253","IAS","IAS","TEMP_AA422NYC3",,5,,
"6254","IAS","IAS","TEMP_AA442NYC",,7,,
"6255","IAS","IAS","TEMP_AA442NYC_COOPUNIT",,115,,
"6256","IAS","IAS","TEMP_AA442NYC_COOPUNITOWN",,86,,
"6257","IAS","IAS","TEMP_AA442NYC_EXAPP",,418,,
"6258","IAS","IAS","TEMP_AA443FIT",,18,,
"6259","IAS","IAS","TEMP_AA465NYC",,6,,
"6260","IAS","IAS","TEMP_AA490NYC_CONV_ERRLOG",,9,,
"6261","IAS","IAS","TEMP_AA500NYBRK1",,40,,
"6262","IAS","IAS","TEMP_AA500NYBRK2",,8,,
"6263","IAS","IAS","TEMP_AA500NYBRK3",,8,,
"6264","IAS","IAS","TEMP_AA500NYBRK4",,6,,
"6265","IAS","IAS","TEMP_AA500NYBRK5",,7,,
"6266","IAS","IAS","TEMP_AA500NYBRK6",,12,,
"6267","IAS","IAS","TEMP_AA502NYC",,13,,
"6268","IAS","IAS","TEMP_AA504NYC",,23,,
"6269","IAS","IAS","TEMP_AA506NYC",,12,,
"6270","IAS","IAS","TEMP_AA510NYC_AGENCY",,3,,
"6271","IAS","IAS","TEMP_AA510NYC_DCAS",,13,,
"6272","IAS","IAS","TEMP_AA510NYC_LST",,1,,
"6273","IAS","IAS","TEMP_AA522NYC",,22,,
"6274","IAS","IAS","TEMP_AA532NYC",,22,,
"6275","IAS","IAS","TEMP_AA706NYC",,25,,
"6276","IAS","IAS","TEMP_AA707NYC",,25,,
"6277","IAS","IAS","TEMP_AA708NYC",,3,,
"6278","IAS","IAS","TEMP_AA708NYC_RFND",,3,,
"6279","IAS","IAS","TEMP_AA719NYC",,4,,
"6280","IAS","IAS","TEMP_AA719NYC_MINFO",,11,,
"6281","IAS","IAS","TEMP_AA724NYC",,27,,
"6282","IAS","IAS","TEMP_AA725NYC",,69,,
"6283","IAS","IAS","TEMP_AA725NYC2",,58,,
"6284","IAS","IAS","TEMP_AA725NYC2_BK",,58,,
"6285","IAS","IAS","TEMP_AA725NYC3",,12,,
"6286","IAS","IAS","TEMP_AA725NYC3_BK",,12,,
"6287","IAS","IAS","TEMP_AA725NYC4",,163,,
"6288","IAS","IAS","TEMP_AA725NYC4_BK",,163,,
"6289","IAS","IAS","TEMP_AA725NYC_20190222",,47,,
"6290","IAS","IAS","TEMP_AA725NYC_BK",,47,,
"6291","IAS","IAS","TEMP_AA727NYC",,19,,
"6292","IAS","IAS","TEMP_AA742NYC",,31,,
"6293","IAS","IAS","TEMP_AA746NYC",,13,,
"6294","IAS","IAS","TEMP_AA747NYC",,4,,
"6295","IAS","IAS","TEMP_AA761NYC",,27,,
"6296","IAS","IAS","TEMP_AA761NYC_ACRIS",,33,,
"6297","IAS","IAS","TEMP_AA761NYC_DEED",,32,,
"6298","IAS","IAS","TEMP_AA761NYC_DEED1",,21,,
"6299","IAS","IAS","TEMP_AA761NYC_DEED2",,13,,
"6300","IAS","IAS","TEMP_AA761NYC_LEGAL",,4,,
"6301","IAS","IAS","TEMP_AA761NYC_MULT",,22,,
"6302","IAS","IAS","TEMP_AA761NYC_NFND",,20,,
"6303","IAS","IAS","TEMP_AA761NYC_OWN",,22,,
"6304","IAS","IAS","TEMP_AA761NYC_PAR",,5,,
"6305","IAS","IAS","TEMP_AA761NYC_SRV",,12,,
"6306","IAS","IAS","TEMP_AA761NYC_SYNC",,98,,
"6307","IAS","IAS","TEMP_AA761SYNC_DT",,1,,
"6308","IAS","IAS","TEMP_AA761SYNC_ID",,1,,
"6309","IAS","IAS","TEMP_AA761SYNC_NAME",,1,,
"6310","IAS","IAS","TEMP_AA762COOP_BLDG",,10,,
"6311","IAS","IAS","TEMP_AA762COOP_DEED",,30,,
"6312","IAS","IAS","TEMP_AA762FIT_COOP_PTSLOG",,8,,
"6313","IAS","IAS","TEMP_AA762FIT_EXPLOG",,67,,
"6314","IAS","IAS","TEMP_AA762FIX_COOP",,5,,
"6315","IAS","IAS","TEMP_AA762NYC",,5,,
"6316","IAS","IAS","TEMP_AA762NYC_COOP",,18,,
"6317","IAS","IAS","TEMP_AA762NYC_COOP_LST",,6,,
"6318","IAS","IAS","TEMP_AA762NYC_EXP1",,65,,
"6319","IAS","IAS","TEMP_AA762NYC_EXP2",,65,,
"6320","IAS","IAS","TEMP_AA762NYC_EXP3",,65,,
"6321","IAS","IAS","TEMP_AA762NYC_LST",,1,,
"6322","IAS","IAS","TEMP_AA763NYC",,8,,
"6323","IAS","IAS","TEMP_AA769NYC",,18,,
"6324","IAS","IAS","TEMP_AA769NYC1_LST",,1,,
"6325","IAS","IAS","TEMP_AA769NYC1_LST_DRIE",,1,,
"6326","IAS","IAS","TEMP_AA769NYC1_LST_SCRIE",,1,,
"6327","IAS","IAS","TEMP_AA769NYC_DS1_DIST",,28,,
"6328","IAS","IAS","TEMP_AA769NYC_DS1_DLM",,2,,
"6329","IAS","IAS","TEMP_AA769NYC_DS1_ERR",,1,,
"6330","IAS","IAS","TEMP_AA769NYC_DS1_INPUT",,8,,
"6331","IAS","IAS","TEMP_AA769NYC_DS1_LOG",,1,,
"6332","IAS","IAS","TEMP_AA769NYC_DS1_REQ",,25,,
"6333","IAS","IAS","TEMP_AA769NYC_DS1_SPL",,2,,
"6334","IAS","IAS","TEMP_AA769NYC_DS1_SUM",,11,,
"6335","IAS","IAS","TEMP_AA769NYC_DS1_VAL",,7,,
"6336","IAS","IAS","TEMP_AA769NYC_LST",,1,,
"6337","IAS","IAS","TEMP_AA769NYC_LST_DRIE",,1,,
"6338","IAS","IAS","TEMP_AA769NYC_LST_RIE",,1,,
"6339","IAS","IAS","TEMP_AA769NYC_LST_SCRIE",,1,,
"6340","IAS","IAS","TEMP_AA769NYC_SS1_DIST",,28,,
"6341","IAS","IAS","TEMP_AA769NYC_SS1_DLM",,2,,
"6342","IAS","IAS","TEMP_AA769NYC_SS1_ERR",,1,,
"6343","IAS","IAS","TEMP_AA769NYC_SS1_INPUT",,8,,
"6344","IAS","IAS","TEMP_AA769NYC_SS1_LOG",,1,,
"6345","IAS","IAS","TEMP_AA769NYC_SS1_REQ",,25,,
"6346","IAS","IAS","TEMP_AA769NYC_SS1_SPL",,2,,
"6347","IAS","IAS","TEMP_AA769NYC_SS1_SUM",,11,,
"6348","IAS","IAS","TEMP_AA769NYC_SS1_VAL",,7,,
"6349","IAS","IAS","TEMP_AA769NYC_SUM",,7,,
"6350","IAS","IAS","TEMP_AA769NYC_SUM_DRIE",,9,,
"6351","IAS","IAS","TEMP_AA769NYC_SUM_RIE",,9,,
"6352","IAS","IAS","TEMP_AA769NYC_SUM_SCRIE",,9,,
"6353","IAS","IAS","TEMP_AA770DWQ_COA",,37,,
"6354","IAS","IAS","TEMP_AA770DWQ_COA_LST",,1,,
"6355","IAS","IAS","TEMP_AA770FIX_COA_LST",,1,,
"6356","IAS","IAS","TEMP_AA770FIX_NIX_LST",,1,,
"6357","IAS","IAS","TEMP_AA770NFND_COA",,5,,
"6358","IAS","IAS","TEMP_AA770NYC_COA",,37,,
"6359","IAS","IAS","TEMP_AA770NYC_COA_LST",,1,,
"6360","IAS","IAS","TEMP_AA770NYC_NIX",,8,,
"6361","IAS","IAS","TEMP_AA770NYC_NIXDUP",,4,,
"6362","IAS","IAS","TEMP_AA770NYC_NIX_LST",,1,,
"6363","IAS","IAS","TEMP_AA770REV_COA",,7,,
"6364","IAS","IAS","TEMP_AA770REV_DTL_COA",,21,,
"6365","IAS","IAS","TEMP_AA770REV_DTL_NIX",,24,,
"6366","IAS","IAS","TEMP_AA770REV_NIX",,8,,
"6367","IAS","IAS","TEMP_AA770_ALT40",,123,,
"6368","IAS","IAS","TEMP_AA770_MPA_COA",,37,,
"6369","IAS","IAS","TEMP_AA770_MPA_NIX",,8,,
"6370","IAS","IAS","TEMP_AA770_RTA21",,2,,
"6371","IAS","IAS","TEMP_AA770_RTM20",,2,,
"6372","IAS","IAS","TEMP_AA770_RTM2021",,2,,
"6373","IAS","IAS","TEMP_AA770_RTM21",,2,,
"6374","IAS","IAS","TEMP_AA770_RTO20",,1,,
"6375","IAS","IAS","TEMP_AA770_RTO2021",,1,,
"6376","IAS","IAS","TEMP_AA770_RTO21",,1,,
"6377","IAS","IAS","TEMP_AA771NYC_ADDRINDX",,14,,
"6378","IAS","IAS","TEMP_AA771NYC_CNAME_2",,7,,
"6379","IAS","IAS","TEMP_AA771NYC_COOP",,12,,
"6380","IAS","IAS","TEMP_AA771NYC_LEGDAT",,13,,
"6381","IAS","IAS","TEMP_AA771NYC_PARDAT",,15,,
"6382","IAS","IAS","TEMP_AA771NYC_PARDAT_S",,15,,
"6383","IAS","IAS","TEMP_AA775DLY_OWNALT",,41,,
"6384","IAS","IAS","TEMP_AA775HTO",,15,,
"6385","IAS","IAS","TEMP_AA775NYC_HT_DIST",,28,,
"6386","IAS","IAS","TEMP_AA775NYC_HT_DLM",,2,,
"6387","IAS","IAS","TEMP_AA775NYC_HT_ERR",,1,,
"6388","IAS","IAS","TEMP_AA775NYC_HT_INPUT",,8,,
"6389","IAS","IAS","TEMP_AA775NYC_HT_LOG",,1,,
"6390","IAS","IAS","TEMP_AA775NYC_HT_REQ",,25,,
"6391","IAS","IAS","TEMP_AA775NYC_HT_SPL",,2,,
"6392","IAS","IAS","TEMP_AA775NYC_HT_SUM",,11,,
"6393","IAS","IAS","TEMP_AA775NYC_HT_VAL",,7,,
"6394","IAS","IAS","TEMP_AA775NYC_OWNALT",,41,,
"6395","IAS","IAS","TEMP_AA775NYC_OWNALT_PY",,41,,
"6396","IAS","IAS","TEMP_AA776FIT",,2,,
"6397","IAS","IAS","TEMP_AA776NYC",,38,,
"6398","IAS","IAS","TEMP_AA776NYC_ADR",,39,,
"6399","IAS","IAS","TEMP_AA776NYC_CHG",,39,,
"6400","IAS","IAS","TEMP_AA776NYC_LST",,1,,
"6401","IAS","IAS","TEMP_AA776NYC_PREV",,38,,
"6402","IAS","IAS","TEMP_AA778NYC_BBL",,11,,
"6403","IAS","IAS","TEMP_AA778NYC_BBLDUP",,3,,
"6404","IAS","IAS","TEMP_AA778NYC_COOP",,13,,
"6405","IAS","IAS","TEMP_AA778NYC_COOPDUP",,3,,
"6406","IAS","IAS","TEMP_AA778NYC_RETURN",,1,,
"6407","IAS","IAS","TEMP_AA791NYC_DQ_LST",,1,,
"6408","IAS","IAS","TEMP_AA791NYC_EX_LST",,1,,
"6409","IAS","IAS","TEMP_AA792NYC_FTP",,2,,
"6410","IAS","IAS","TEMP_AA792NYC_FTX",,2,,
"6411","IAS","IAS","TEMP_AA792NYC_LST",,1,,
"6412","IAS","IAS","TEMP_AA798NYC",,19,,
"6413","IAS","IAS","TEMP_AACHKFIT_TABLE",,21,,
"6414","IAS","IAS","TEMP_AANOPVFIX_LST",,1,,
"6415","IAS","IAS","TEMP_AANOPVNYC_LST",,1,,
"6416","IAS","IAS","TEMP_AAREP_BACKUP",,51,,
"6417","IAS","IAS","TEMP_AASYSJUR",,36,,
"6418","IAS","IAS","TEMP_AB005FIT",,3,,
"6419","IAS","IAS","TEMP_AB005FIT_CONDO",,3,,
"6420","IAS","IAS","TEMP_AB005FIT_COOP",,3,,
"6421","IAS","IAS","TEMP_AB006FIT_CONDO",,3,,
"6422","IAS","IAS","TEMP_AB006FIT_COOP",,3,,
"6423","IAS","IAS","TEMP_AB008FIT_CONDO",,5,,
"6424","IAS","IAS","TEMP_AB008FIT_COOP",,6,,
"6425","IAS","IAS","TEMP_AB011FIT",,2,,
"6426","IAS","IAS","TEMP_AB015FIT",,11,,
"6427","IAS","IAS","TEMP_AB015FIT_CONDO",,6,,
"6428","IAS","IAS","TEMP_AB015FIT_COOP",,7,,
"6429","IAS","IAS","TEMP_AB016FIT",,13,,
"6430","IAS","IAS","TEMP_AB016FIT_CONDO",,4,,
"6431","IAS","IAS","TEMP_AB016FIT_COOP",,5,,
"6432","IAS","IAS","TEMP_ACDV400B",,20,,
"6433","IAS","IAS","TEMP_ACRSAPT",,2,,
"6434","IAS","IAS","TEMP_ACTIVATE_STAR",,3,,
"6435","IAS","IAS","TEMP_ADJUST600",,55,,
"6436","IAS","IAS","TEMP_ADJUSTTX452",,53,,
"6437","IAS","IAS","TEMP_ADJUST_3A_01500001",,52,,
"6438","IAS","IAS","TEMP_ADJUST_3A_01500003",,52,,
"6439","IAS","IAS","TEMP_ADJUST_3A_01500005",,52,,
"6440","IAS","IAS","TEMP_ADJUST_7A_01500001",,52,,
"6441","IAS","IAS","TEMP_ADJUST_7A_01500002",,52,,
"6442","IAS","IAS","TEMP_ADJUST_7A_01500003",,52,,
"6443","IAS","IAS","TEMP_ADJUST_8A_01500001",,52,,
"6444","IAS","IAS","TEMP_ADJUST_8A_01500002",,52,,
"6445","IAS","IAS","TEMP_ADJUST_8A_01500003",,52,,
"6446","IAS","IAS","TEMP_ADJUST_96830723",,52,,
"6447","IAS","IAS","TEMP_ADJUST_BPB",,4,,
"6448","IAS","IAS","TEMP_ADJUST_BPB_UPD",,53,,
"6449","IAS","IAS","TEMP_ADJUST_DEL",,12,,
"6450","IAS","IAS","TEMP_ADJUST_INB_2029610038",,53,,
"6451","IAS","IAS","TEMP_ADJUST_NEW1",,7,,
"6452","IAS","IAS","TEMP_ADJUST_OFFSET",,52,,
"6453","IAS","IAS","TEMP_ADJUST_OFFSET_DOHMH",,52,,
"6454","IAS","IAS","TEMP_ADJUST_OLD1",,7,,
"6455","IAS","IAS","TEMP_ADJUST_VD",,13,,
"6456","IAS","IAS","TEMP_ADJ_16PARID",,53,,
"6457","IAS","IAS","TEMP_AEDIT",,7,,
"6458","IAS","IAS","TEMP_AEDIT_03092015",,7,,
"6459","IAS","IAS","TEMP_AEDIT_NEW_TIER",,8,,
"6460","IAS","IAS","TEMP_AEDIT_RAR",,7,,
"6461","IAS","IAS","TEMP_ALL_REUC",,2,,
"6462","IAS","IAS","TEMP_ALL_VIEW_ACRIES",,23,,
"6463","IAS","IAS","TEMP_ALTIDINDX",,10,,
"6464","IAS","IAS","TEMP_APRVAL_HIST",,133,,
"6465","IAS","IAS","TEMP_ASMT",,321,,
"6466","IAS","IAS","TEMP_ASMTTRANS",,196,,
"6467","IAS","IAS","TEMP_ASMTTRANSP_FIX",,197,,
"6468","IAS","IAS","TEMP_ASMTTRANSP_HIST",,196,,
"6469","IAS","IAS","TEMP_ASMTTRANS_HIST",,196,,
"6470","IAS","IAS","TEMP_ASMT_ALL_CHGBYNOTIC",,322,,
"6471","IAS","IAS","TEMP_ASMT_ALL_CURRENT",,322,,
"6472","IAS","IAS","TEMP_ASMT_ALL_FINAL",,322,,
"6473","IAS","IAS","TEMP_ASMT_ALL_PY_FINAL",,322,,
"6474","IAS","IAS","TEMP_ASMT_ALL_TENTATIVE",,322,,
"6475","IAS","IAS","TEMP_ASMT_HIST",,321,,
"6476","IAS","IAS","TEMP_ASMT_RAR",,321,,
"6477","IAS","IAS","TEMP_AUTH_TAX",,31,,
"6478","IAS","IAS","TEMP_AVCD400B",,21,,
"6479","IAS","IAS","TEMP_BBL",,2,,
"6480","IAS","IAS","TEMP_BBL_CUR_TAXYR_OWNDAT",,16,,
"6481","IAS","IAS","TEMP_BBL_CUR_TAXYR_SSN",,16,,
"6482","IAS","IAS","TEMP_BBL_DISC",,4,,
"6483","IAS","IAS","TEMP_BBL_EX130",,1,,
"6484","IAS","IAS","TEMP_BBL_TX014FIT",,1,,
"6485","IAS","IAS","TEMP_BBL_TX015FIT",,1,,
"6486","IAS","IAS","TEMP_BBP_BBL",,15,,
"6487","IAS","IAS","TEMP_BID_CHARGES",,3,,
"6488","IAS","IAS","TEMP_BID_DELINQ",,6,,
"6489","IAS","IAS","TEMP_BKTX404",,42,,
"6490","IAS","IAS","TEMP_BL320OHOTT",,193,,
"6491","IAS","IAS","TEMP_C1SVAPP_EXT",,19,,
"6492","IAS","IAS","TEMP_C1SVCHILD_EXT",,19,,
"6493","IAS","IAS","TEMP_CA320_ENTER",,8,,
"6494","IAS","IAS","TEMP_CA320_PERMIT",,47,,
"6495","IAS","IAS","TEMP_CA320_SALES",,70,,
"6496","IAS","IAS","TEMP_CA321_ENTER",,8,,
"6497","IAS","IAS","TEMP_CA321_SALES",,70,,
"6498","IAS","IAS","TEMP_CA321_UI_ENTER",,9,,
"6499","IAS","IAS","TEMP_CA321_UI_PERMIT",,33,,
"6500","IAS","IAS","TEMP_CA321_UI_SALES",,44,,
"6501","IAS","IAS","TEMP_CHARGE",,97,,
"6502","IAS","IAS","TEMP_CITYPAY_VOIDPYMTS",,4,,
"6503","IAS","IAS","TEMP_CNAME",,129,,
"6504","IAS","IAS","TEMP_CNAME_DUP",,1,,
"6505","IAS","IAS","TEMP_CNDMAST",,108,,
"6506","IAS","IAS","TEMP_COMNT3_XXX_JFT",,17,,
"6507","IAS","IAS","TEMP_CONV_ERRLOG",,7,,
"6508","IAS","IAS","TEMP_CONV_EXDET",,197,,
"6509","IAS","IAS","TEMP_COOPCHILD",,37,,
"6510","IAS","IAS","TEMP_COOPMAST",,136,,
"6511","IAS","IAS","TEMP_COOPS4BDTAX",,2,,
"6512","IAS","IAS","TEMP_COOPSUMM_FLAGS",,5,,
"6513","IAS","IAS","TEMP_COOPSUMM_NYC",,38,,
"6514","IAS","IAS","TEMP_COOPUEX",,62,,
"6515","IAS","IAS","TEMP_COOPUNDET_FLAGS",,8,,
"6516","IAS","IAS","TEMP_COOPUNDET_NYC",,59,,
"6517","IAS","IAS","TEMP_COOPUNITOWN",,74,,
"6518","IAS","IAS","TEMP_COOPUNITOWN_HIST",,74,,
"6519","IAS","IAS","TEMP_COOPUPDT",,18,,
"6520","IAS","IAS","TEMP_COOPUTC",,33,,
"6521","IAS","IAS","TEMP_COOP_DELETE2_TBL",,65,,
"6522","IAS","IAS","TEMP_COOP_DELETE_TBL",,4,,
"6523","IAS","IAS","TEMP_CRM_IMPORT",,16,,
"6524","IAS","IAS","TEMP_CYCLE_BILLDT",,2,,
"6525","IAS","IAS","TEMP_CYCLE_BILLDT_PILOT",,2,,
"6526","IAS","IAS","TEMP_CYCLE_DEFDT_CALC",,4,,
"6527","IAS","IAS","TEMP_CYCLE_DUEDT",,2,,
"6528","IAS","IAS","TEMP_CYCLE_DUEDT_FINAL",,3,,
"6529","IAS","IAS","TEMP_CYCLE_DUEDT_MIDDLE_PILOT",,4,,
"6530","IAS","IAS","TEMP_CYCLE_DUEDT_PILOT",,3,,
"6531","IAS","IAS","TEMP_CYCLGRP_NBW",,14,,
"6532","IAS","IAS","TEMP_CYCLGRP_NEW_TIER",,15,,
"6533","IAS","IAS","TEMP_DEACTIVATE_STAR",,3,,
"6534","IAS","IAS","TEMP_DEACTIVATE_UNITSTAR",,7,,
"6535","IAS","IAS","TEMP_DEFTAX_INTAKEFORM154",,4,,
"6536","IAS","IAS","TEMP_DEP_ADJ",,53,,
"6537","IAS","IAS","TEMP_DLMTD_INP_NOPV_ORG",,35,,
"6538","IAS","IAS","TEMP_DLMTD_INP_NOPV_REUC",,35,,
"6539","IAS","IAS","TEMP_DLM_RSA",,8,,
"6540","IAS","IAS","TEMP_DOM_COOPUNIT",,115,,
"6541","IAS","IAS","TEMP_DOM_COOPUNITOWN",,86,,
"6542","IAS","IAS","TEMP_DOM_CORRECT_BADADDR",,14,,
"6543","IAS","IAS","TEMP_DOM_EXAPP",,418,,
"6544","IAS","IAS","TEMP_DOM_REBATE_BADADDR",,12,,
"6545","IAS","IAS","TEMP_DQ005FIT",,65,,
"6546","IAS","IAS","TEMP_DQ006FIT",,59,,
"6547","IAS","IAS","TEMP_DQ007FIT",,64,,
"6548","IAS","IAS","TEMP_DQ016FIT",,55,,
"6549","IAS","IAS","TEMP_DQ102NYNAS",,14,,
"6550","IAS","IAS","TEMP_DQ103NYNAS",,10,,
"6551","IAS","IAS","TEMP_DQ105NYNAS",,20,,
"6552","IAS","IAS","TEMP_DQ107NYNAS",,8,,
"6553","IAS","IAS","TEMP_DQ109NYNAS",,12,,
"6554","IAS","IAS","TEMP_DQ110NYNAS",,13,,
"6555","IAS","IAS","TEMP_DQ116NYNAS",,11,,
"6556","IAS","IAS","TEMP_DQ117NYNAS",,11,,
"6557","IAS","IAS","TEMP_DQ120NYNAS",,17,,
"6558","IAS","IAS","TEMP_DQ120NYNAS_1097762",,16,,
"6559","IAS","IAS","TEMP_DQ120NYNAS_1099650",,16,,
"6560","IAS","IAS","TEMP_DQ120NYNAS_1100716",,16,,
"6561","IAS","IAS","TEMP_DQ120NYNAS_1108249",,16,,
"6562","IAS","IAS","TEMP_DQ120NYNAS_1123168",,16,,
"6563","IAS","IAS","TEMP_DQ120NYNAS_1139359",,16,,
"6564","IAS","IAS","TEMP_DQ120NYNAS_1139367",,16,,
"6565","IAS","IAS","TEMP_DQ120NYNAS_1141900",,16,,
"6566","IAS","IAS","TEMP_DQ120NYNAS_1141901",,16,,
"6567","IAS","IAS","TEMP_DQ120NYNAS_1141904",,16,,
"6568","IAS","IAS","TEMP_DQ120NYNAS_1151667",,16,,
"6569","IAS","IAS","TEMP_DQ132NYNAS",,2,,
"6570","IAS","IAS","TEMP_DQ133NYNAS",,18,,
"6571","IAS","IAS","TEMP_DQ134NYNAS",,15,,
"6572","IAS","IAS","TEMP_DQ205NYC",,37,,
"6573","IAS","IAS","TEMP_DQ205NYCID",,6,,
"6574","IAS","IAS","TEMP_DQ205NYC_CONV_05162018",,36,,
"6575","IAS","IAS","TEMP_DQ206NYC",,36,,
"6576","IAS","IAS","TEMP_DQ215NYC",,11,,
"6577","IAS","IAS","TEMP_DQ404NYC",,19,,
"6578","IAS","IAS","TEMP_DQ406NYC",,53,,
"6579","IAS","IAS","TEMP_DQ406NYC_DET",,19,,
"6580","IAS","IAS","TEMP_DQ410NYC",,11,,
"6581","IAS","IAS","TEMP_DQ411NYC",,7,,
"6582","IAS","IAS","TEMP_DQ412NYC",,74,,
"6583","IAS","IAS","TEMP_DQ412NYC_EXCL",,10,,
"6584","IAS","IAS","TEMP_DQ413NYC",,4,,
"6585","IAS","IAS","TEMP_DQ415NYC",,14,,
"6586","IAS","IAS","TEMP_DQ416NYC",,6,,
"6587","IAS","IAS","TEMP_DQ416NYC_CONV",,8,,
"6588","IAS","IAS","TEMP_DQ416NYC_CONV_1998",,8,,
"6589","IAS","IAS","TEMP_DQ416NYC_CONV_1999",,8,,
"6590","IAS","IAS","TEMP_DQ416NYC_CONV_MLT_1998",,8,,
"6591","IAS","IAS","TEMP_DQ416NYC_CONV_MLT_1999",,8,,
"6592","IAS","IAS","TEMP_DQ418NYC",,11,,
"6593","IAS","IAS","TEMP_DQ419NYC",,33,,
"6594","IAS","IAS","TEMP_DQ500NYC",,59,,
"6595","IAS","IAS","TEMP_DQ500NYNAS",,38,,
"6596","IAS","IAS","TEMP_DQ501NYC",,74,,
"6597","IAS","IAS","TEMP_DQ502NYC",,46,,
"6598","IAS","IAS","TEMP_DQ503NYC",,29,,
"6599","IAS","IAS","TEMP_DQ504NYC",,10,,
"6600","IAS","IAS","TEMP_DQ504NYC_LST",,1,,
"6601","IAS","IAS","TEMP_DQ505NYC",,4,,
"6602","IAS","IAS","TEMP_DQ505NYC_LST",,1,,
"6603","IAS","IAS","TEMP_DQ506NYC",,74,,
"6604","IAS","IAS","TEMP_DQ506NYC_LIST",,1,,
"6605","IAS","IAS","TEMP_DQ508NYC",,10,,
"6606","IAS","IAS","TEMP_DQ508NYC_LST",,1,,
"6607","IAS","IAS","TEMP_DQNOTCNYC_02_DIST",,28,,
"6608","IAS","IAS","TEMP_DQNOTCNYC_02_DLM",,2,,
"6609","IAS","IAS","TEMP_DQNOTCNYC_02_ERR",,1,,
"6610","IAS","IAS","TEMP_DQNOTCNYC_02_INPUT",,8,,
"6611","IAS","IAS","TEMP_DQNOTCNYC_02_LOG",,1,,
"6612","IAS","IAS","TEMP_DQNOTCNYC_02_REQ",,25,,
"6613","IAS","IAS","TEMP_DQNOTCNYC_02_SPL",,2,,
"6614","IAS","IAS","TEMP_DQNOTCNYC_02_SUM",,11,,
"6615","IAS","IAS","TEMP_DQNOTCNYC_02_VAL",,7,,
"6616","IAS","IAS","TEMP_DQNOTCNYC_10_DIST",,28,,
"6617","IAS","IAS","TEMP_DQNOTCNYC_10_DLM",,2,,
"6618","IAS","IAS","TEMP_DQNOTCNYC_10_ERR",,1,,
"6619","IAS","IAS","TEMP_DQNOTCNYC_10_INPUT",,8,,
"6620","IAS","IAS","TEMP_DQNOTCNYC_10_LOG",,1,,
"6621","IAS","IAS","TEMP_DQNOTCNYC_10_REQ",,25,,
"6622","IAS","IAS","TEMP_DQNOTCNYC_10_SPL",,2,,
"6623","IAS","IAS","TEMP_DQNOTCNYC_10_SUM",,11,,
"6624","IAS","IAS","TEMP_DQNOTCNYC_10_VAL",,7,,
"6625","IAS","IAS","TEMP_DQNOTCNYC_30_DIST",,28,,
"6626","IAS","IAS","TEMP_DQNOTCNYC_30_DLM",,2,,
"6627","IAS","IAS","TEMP_DQNOTCNYC_30_ERR",,1,,
"6628","IAS","IAS","TEMP_DQNOTCNYC_30_INPUT",,8,,
"6629","IAS","IAS","TEMP_DQNOTCNYC_30_LOG",,1,,
"6630","IAS","IAS","TEMP_DQNOTCNYC_30_REQ",,25,,
"6631","IAS","IAS","TEMP_DQNOTCNYC_30_SPL",,2,,
"6632","IAS","IAS","TEMP_DQNOTCNYC_30_SUM",,11,,
