"nbhd","predicted","actual","n","median_sales_ratio","r","spearmans","cod","prd","prb","clapp","gini","ci","ki","mki","accuracy","uniformity","vertical_equity","boro"
"1282","unlogpred","grosscon",93,1.0069,0.964038922596772,0.948864768389236,7.47776410241661,1.01192604736595,-0.0237963889625443,1.02829034117888,0.279926165311524,0.26893201733791,-0.0109941479736144,0.960724829129927,TRUE,TRUE,TRUE,1
"1290","unlogpred","grosscon",23,1.0115,0.909369416456687,0.84940535445021,4.74521602107593,1.00494021144258,-0.0639809595761345,1.0741900124936,0.105430405500894,0.0910791551533048,-0.0143512503475889,0.863879397225051,TRUE,FALSE,TRUE,1
"1291","unlogpred","grosscon",12,1.03,0.886667949979784,0.855060728744939,6.90606363311408,1.01348312970894,-0.0759158855572261,1.13230119994553,0.174618504925633,0.150592128911699,-0.0240263760139333,0.862406472760915,TRUE,TRUE,TRUE,1
"All","unlogpred","grosscon",822,0.8904,0.976712842661534,0.875480363649757,9.47196763573208,1.01776965487724,-0.0497340172769958,1.11052785741502,0.245984482124182,0.216859704991323,-0.0291247771328587,0.881599128199658,FALSE,TRUE,TRUE,2
"2060","unlogpred","grosscon",31,0.8361,0.429137978611418,0.362622827278422,15.479551602853,1.03549329584411,-0.353853310264793,1.24034406487974,0.116638371192608,0.0663587680635763,-0.0502796031290315,0.56892742401209,FALSE,FALSE,FALSE,2
"2130","unlogpred","grosscon",5,0.8661,0.844416221098499,1,4.51060525078871,1.00405835796584,-0.147156704211943,1.32342623450039,0.0690167163711047,0.0533359935015271,-0.0156807228695776,0.772798190147704,FALSE,FALSE,TRUE,2
"2150","unlogpred","grosscon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2190","unlogpred","grosscon",21,0.8642,0.867020188328611,0.51365789607012,6.55197658553485,1.00686691643707,-0.0275080329888765,1.17614375428506,0.114127153597326,0.0938026439340934,-0.0203245096632323,0.821913462111364,FALSE,TRUE,TRUE,2
"2220","unlogpred","grosscon",29,0.893,0.853610875830703,0.779545349603019,6.43403531403788,1.0074985891304,-0.0645050501045431,1.06026204652672,0.118474669261322,0.100787600917186,-0.0176870683441362,0.850710126861604,FALSE,TRUE,TRUE,2
"2230","unlogpred","grosscon",4,0.875,0.540657456424219,0.64,7.61137323277068,0.998035993613268,0.889528629022928,0.270367253574971,0.0188232923507736,0.059356262897678,0.0405329705469044,3.15334117919273,FALSE,TRUE,TRUE,2
"2250","unlogpred","grosscon",639,0.8957,0.635376865815302,0.626946848971845,9.54137622712969,1.01750302736652,-0.219893198957335,1.34769182418924,0.119102417144169,0.0728259297320895,-0.0462764874120798,0.611456353937269,FALSE,TRUE,TRUE,2
"2290","unlogpred","grosscon",11,0.8914,0.724241377672894,0.492237442922374,15.4210597529757,1.02869194539007,-0.101248452066659,1.08625449240681,0.179969183359014,0.13405043438887,-0.0459187489701439,0.744852156835416,FALSE,FALSE,TRUE,2
